Id,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,RegistryPathIntune,RegistryPathDCP,RegistryItemIntune,ClassName,Namespace,Property,DefaultValue,DefaultValueIntune
1761,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription",Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\Transcription,EnableTranscripting,,,,,,,0,
1754,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription (Invocation)",Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\Transcription,EnableInvocationHeader,,,,,,,0,
1762,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription (Invocation)",Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\Transcription,EnableInvocationHeader,,,,,,,0,
1755,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription (PowerShell Policy)",Registry,,HKLM:\Software\Policies\Microsoft\PowerShellCore\Transcription,UseWindowsPowerShellPolicySetting,,,,,,,0,
1763,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription (PowerShell Policy)",Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\Transcription,UseWindowsPowerShellPolicySetting,,,,,,,0,
1667,"Administrative Templates: Printers","Allow Print Spooler to accept client connections",Registry,,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers",RegisterSpoolerRemoteRpcEndPoint,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\ADMX_Printing2,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\ADMX_Printing2,RegisterSpoolerRemoteRpcEndPoint,,,,1,
1700,"Administrative Templates: Printers","Configure RPC connection settings (RpcAuthentication)",Registry,RpcConnectionAuthentication_Enum,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC",RpcAuthentication,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,ConfigureRpcConnectionPolicy,,,,,
1699,"Administrative Templates: Printers","Configure RPC connection settings (RpcUseNamedPipeProtocol)",Registry,RpcConnectionProtocol_Enum,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC",RpcUseNamedPipeProtocol,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,ConfigureRpcConnectionPolicy,,,,,
1702,"Administrative Templates: Printers","Configure RPC listener settings (ForceKerberosForRpc)",Registry,RpcAuthenticationProtocol_Enum,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC",ForceKerberosForRpc,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,ConfigureRpcListenerPolicy,,,,,
1701,"Administrative Templates: Printers","Configure RPC listener settings (RpcProtocols)",Registry,RpcListenerProtocols_Enum,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC",RpcProtocols,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,ConfigureRpcListenerPolicy,,,,,
1703,"Administrative Templates: Printers","Configure RPC over TCP port",Registry,,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC",RpcTcpPort,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,ConfigureRpcTcpPort,,,,,
1844,"Administrative Templates: Printers","Configure RPC packet level privacy setting for incoming connections",Registry,,HKLM:\System\CurrentControlSet\Control\Print,RpcAuthnLevelPrivacyEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,ConfigureRpcAuthnLevelPrivacyEnabled,,,,,
1698,"Administrative Templates: Printers","Configure Redirection Guard",Registry,,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers",RedirectionGuardPolicy,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,ConfigureRedirectionGuardPolicy,,,,,
1889,"Administrative Templates: Printers","Configure Windows protected print",Registry,,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers\WPP",WindowsProtectedPrintGroupPolicyState,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,ConfigureWindowsProtectedPrint,,,,0,
1704,"Administrative Templates: Printers","Limits print driver installation to Administrators",Registry,,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers\PointAndPrint",RestrictDriverInstallationToAdministrators,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,RestrictDriverInstallationToAdministrators,,,,,
1705,"Administrative Templates: Printers","Manage processing of Queue-specific files",Registry,,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers",CopyFilesPolicy,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,ConfigureCopyFilesPolicy,,,,,
1650,"Administrative Templates: Printers","Only use Package Point and Print (CVE-2021-36958)",Registry,,"HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PackagePointAndPrint",PackagePointAndPrintOnly,,,,,,,,
1651,"Administrative Templates: Printers","Package Point and Print - Approved servers (CVE-2021-36958)",Registry,,"HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PackagePointAndPrint",PackagePointAndPrintServerList,,,,,,,,
1645,"Administrative Templates: Printers","Point and Print Restrictions: Only administrators can install printer drivers on a print server (CVE-2021-34527)",Registry,,"HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint",RestrictDriverInstallationToAdministrators,,,,,,,,
1668,"Administrative Templates: Printers","Point and Print Restrictions: When installing drivers for a new connection",Registry,PointAndPrint_NoWarningNoElevationOnInstall_Enum,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers\PointAndPrint",NoWarningNoElevationOnInstall,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,PointAndPrintRestrictions,,,,0,
1643,"Administrative Templates: Printers","Point and Print Restrictions: When installing drivers for a new connection (CVE-2021-34527)",Registry,PointAndPrint_NoWarningNoElevationOnInstall_Enum,"HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint",NoWarningNoElevationOnInstall,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,PointAndPrintRestrictions,,,,0,
1669,"Administrative Templates: Printers","Point and Print Restrictions: When updating drivers for an existing connection",Registry,PointAndPrint_NoWarningNoElevationOnUpdate_Enum,"HKLM:\Software\Policies\Microsoft\Windows NT\Printers\PointAndPrint",UpdatePromptSettings,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,PointAndPrintRestrictions,,,,0,
1644,"Administrative Templates: Printers","Point and Print Restrictions: When updating drivers for an existing connection (CVE-2021-34527)",Registry,PointAndPrint_NoWarningNoElevationOnUpdate_Enum,"HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint",UpdatePromptSettings,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Printers,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Printers,PointAndPrintRestrictions,,,,0,
298,"Administrative Templates: Start Menu and Taskbar","Notifications: Turn off notifications network usage",Registry,,HKCU:\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion,NoCloudApplicationNotification,,,,,,,0,
577,"Administrative Templates: Start Menu and Taskbar","Notifications: Turn off notifications network usage",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\PushNotifications,NoCloudApplicationNotification,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Notifications,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Notifications,DisallowCloudNotification,,,,0,
299,"Administrative Templates: Start Menu and Taskbar","Notifications: Turn off toast notifications on the lock screen",Registry,,HKCU:\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\PushNotifications,NoToastApplicationNotificationOnLockScreen,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\{SID}\ADMX_WPN,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\{SID}\ADMX_WPN,NoLockScreenToastNotification,,,,0,
1805,"Administrative Templates: Start Menu and Taskbar","Remove Personalized Website Recommendations from the Recommended section in the Start Menu",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,HideRecommendedPersonalizedSites,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Start,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Start,HideRecommendedPersonalizedSites,,,,0,
578,"Administrative Templates: System","Audit Process Creation: Include command line in process creation events",Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Audit,ProcessCreationIncludeCmdLine_Enabled,,,,,,,0,
1845,"Administrative Templates: System","Configure the behavior of the sudo command",Registry,,HKLM:\Software\Policies\Microsoft\Windows\Sudo,Enabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Sudo,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\Sudo,EnableSudo,,,,,
103,"Administrative Templates: System","Credentials Delegation: Allow delegation default credentials",Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation,AllowDefaultCredentials,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\ADMX_CredSsp,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\ADMX_CredSsp,AllowDefaultCredentials,,,,1,
104,"Administrative Templates: System","Credentials Delegation: Encryption Oracle Remediation",Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters,AllowEncryptionOracle,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\ADMX_CredSsp,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\ADMX_CredSsp,AllowEncryptionOracle,,,,0,
819,"Administrative Templates: System","Credentials Delegation: Remote host allows delegation of non-exportable credentials",Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation,AllowProtectedCreds,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\CredentialsDelegation,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\CredentialsDelegation,RemoteHostAllowsDelegationOfNonExportableCredentials,,,,0,
114,"Administrative Templates: System","Device Guard: Available Security Properties: DMA protection",CimInstance,,,,,,,Win32_DeviceGuard,root\Microsoft\Windows\DeviceGuard,AvailableSecurityProperties,3,
113,"Administrative Templates: System","Device Guard: Available Security Properties: Secure Boot",CimInstance,,,,,,,Win32_DeviceGuard,root\Microsoft\Windows\DeviceGuard,AvailableSecurityProperties,2,
793,"Administrative Templates: System","Device Guard: Credential Guard Configuration (DC)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,LsaCfgFlags,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceGuard,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceGuard,LsaCfgFlags,,,,,
792,"Administrative Templates: System","Device Guard: Credential Guard Configuration (Member)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,LsaCfgFlags,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceGuard,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceGuard,LsaCfgFlags,,,,,
582,"Administrative Templates: System","Device Guard: Credential Guard Configuration (Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,LsaCfgFlags,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceGuard,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceGuard,LsaCfgFlags,,,,,
1706,"Administrative Templates: System","Device Guard: Kernel-mode Hardware-enforced Stack Protection (Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,ConfigureKernelShadowStacksLaunch,,,,,,,,
119,"Administrative Templates: System","Device Guard: Require UEFI Memory Attributes Table (Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HVCIMATRequired,,,,,,,,
120,"Administrative Templates: System","Device Guard: Secure Launch Configuration (Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,ConfigureSystemGuardLaunch,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceGuard,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceGuard,ConfigureSystemGuardLaunch,,,,0,
115,"Administrative Templates: System","Device Guard: Security Services Configured: Credential Guard",CimInstance,,,,,,,Win32_DeviceGuard,root\Microsoft\Windows\DeviceGuard,SecurityServicesConfigured,"Not available",
116,"Administrative Templates: System","Device Guard: Security Services Configured: HVCI",CimInstance,,,,,,,Win32_DeviceGuard,root\Microsoft\Windows\DeviceGuard,SecurityServicesConfigured,"Not available",
117,"Administrative Templates: System","Device Guard: Security Services Running: Credential Guard",CimInstance,,,,,,,Win32_DeviceGuard,root\Microsoft\Windows\DeviceGuard,SecurityServicesRunning,"Not available",
118,"Administrative Templates: System","Device Guard: Security Services Running: HVCI",CimInstance,,,,,,,Win32_DeviceGuard,root\Microsoft\Windows\DeviceGuard,SecurityServicesRunning,"Not available",
580,"Administrative Templates: System","Device Guard: Select Platform Security Level (Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,RequirePlatformSecurityFeatures,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceGuard,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceGuard,RequirePlatformSecurityFeatures,,,,,
1307,"Administrative Templates: System","Device Guard: Support for Virtualization Based Security (Microsoft-Hyper-V-Hypervisor)",WindowsOptionalFeature,Microsoft-Hyper-V-Hypervisor,,,,,,,,,Disabled,
579,"Administrative Templates: System","Device Guard: Turn On Virtualization Based Security (Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,EnableVirtualizationBasedSecurity,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceGuard,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceGuard,EnableVirtualizationBasedSecurity,,,,,
581,"Administrative Templates: System","Device Guard: Virtualization Based Protection of Code Integrity (Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HypervisorEnforcedCodeIntegrity,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\VirtualizationBasedTechnology,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\VirtualizationBasedTechnology,HypervisorEnforcedCodeIntegrity,,,,,
112,"Administrative Templates: System","Device Guard: Virtualization Based Security Status",CimInstance,,,,,,,Win32_DeviceGuard,root\Microsoft\Windows\DeviceGuard,VirtualizationBasedSecurityStatus,"Not available",
121,"Administrative Templates: System","Device Guard: Windows Defender Application Control deployed (Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,DeployConfigCIPolicy,,,,,,,0,
1684,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent device metadata retrieval from the Internet",Registry,,"HKLM:\SOFTWARE\Policies\Microsoft\Windows\Device Metadata",PreventDeviceMetadataFromNetwork,,,,,,,,
107,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match ID PCI\CC_0C0010 (Firewire)",RegistryList,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceIDs,PCI\CC_0C0010,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceInstallation,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceInstallation,PreventInstallationOfMatchingDeviceIDs,,,,0,
108,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match ID PCI\CC_0C0A (Thunderbolt)",RegistryList,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceIDs,PCI\CC_0C0A,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceInstallation,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceInstallation,PreventInstallationOfMatchingDeviceIDs,,,,0,
105,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match an ID",Registry,,HKLM:\Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions,DenyDeviceIDs,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceInstallation,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceInstallation,PreventInstallationOfMatchingDeviceIDs,,,,0,
106,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match an ID (Retroactive)",Registry,,HKLM:\Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions,DenyDeviceIDsRetroactive,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceInstallation,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceInstallation,PreventInstallationOfMatchingDeviceIDs,,,,0,
586,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match 6bdd1fc1-810f-11d0-bec7-08002be2092f (SBP-2 drive)",RegistryList,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses,6bdd1fc1-810f-11d0-bec7-08002be2092f,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceInstallation,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceInstallation,PreventInstallationOfMatchingDeviceSetupClasses,,,,0,
584,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match 7ebefbc0-3200-11d2-b4c2-00a0C9697d07 (SBP-2 drive)",RegistryList,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses,7ebefbc0-3200-11d2-b4c2-00a0C9697d07,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\DeviceInstallation,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\DeviceInstallation,PreventInstallationOfMatchingDeviceSetupClasses,,,,0,
